d
Received: d
Kp: 1405.9670
Ki: 1.8046
Kd: 0.0010
timestamp,target,current,error,dT,iTerm,dTerm,KpValue,KiValue,KdValue,output
9668.000,-6.000,-6.016,0.016,10.000,275.514,0.012,2.266,4.972,0.000,7.238
9678.000,-6.000,-6.143,0.143,10.000,276.949,0.013,20.171,4.998,0.000,25.169
9688.000,-6.000,-6.277,0.277,10.000,279.723,0.013,38.996,5.048,0.000,44.044
9698.000,-6.000,-6.418,0.418,10.000,283.903,0.014,58.769,5.123,0.000,63.893
9708.000,-6.000,-6.572,0.572,10.000,289.625,0.015,80.450,5.227,0.000,85.677
9718.000,-6.000,-6.741,0.741,10.000,297.038,0.017,104.226,5.360,0.000,109.587
9728.000,-6.000,-6.910,0.910,10.000,306.141,0.017,127.983,5.525,0.000,133.508
9738.000,-6.000,-7.079,1.079,10.000,316.929,0.017,151.682,5.719,0.000,157.401
9748.000,-6.000,-7.255,1.255,10.000,329.477,0.018,176.420,5.946,0.000,182.366
9758.000,-6.000,-7.430,1.430,10.000,343.782,0.018,201.123,6.204,0.000,207.327
9768.000,-6.000,-7.614,1.614,10.000,359.919,0.018,226.884,6.495,0.000,233.379
9778.000,-6.000,-7.797,1.797,10.000,377.888,0.018,252.629,6.819,0.000,259.448
9788.000,-6.000,-8.001,2.001,10.000,397.894,0.020,281.287,7.180,0.000,288.467
9798.000,-6.000,-8.198,2.198,10.000,419.877,0.020,309.068,7.577,0.000,316.645
9808.000,-6.000,-8.389,2.389,10.000,443.769,0.019,335.921,8.008,0.000,343.929
9819.000,-6.000,-8.379,2.379,11.000,469.942,-0.001,334.531,8.481,-0.000,343.012
9828.000,-6.000,-7.989,1.989,9.000,487.842,-0.043,279.623,8.804,-0.000,288.427
9838.000,-6.000,-7.471,1.471,10.000,502.552,-0.052,206.826,9.069,-0.000,215.895
9848.000,-6.000,-6.979,0.979,10.000,512.340,-0.049,137.614,9.246,-0.000,146.859
9859.000,-6.000,-6.555,0.555,11.000,518.440,-0.039,77.968,9.356,-0.000,87.323
9868.000,-6.000,-6.198,0.198,9.000,520.226,-0.040,27.894,9.388,-0.000,37.282
9878.000,-6.000,-5.863,-0.137,10.000,518.858,-0.034,-19.228,9.363,-0.000,-9.865
9889.000,-6.000,-5.591,-0.409,11.000,514.354,-0.025,-57.570,9.282,-0.000,-48.288
9898.000,-6.000,-5.366,-0.634,9.000,508.648,-0.025,-89.138,9.179,-0.000,-79.959
9909.000,-6.000,-5.212,-0.788,11.000,499.978,-0.014,-110.818,9.023,-0.000,-101.795
9918.000,-6.000,-5.279,-0.721,9.000,493.491,0.007,-101.339,8.906,0.000,-92.433
9929.000,-6.000,-5.585,-0.415,11.000,488.925,0.028,-58.359,8.823,0.000,-49.536
9939.000,-6.000,-6.067,0.067,10.000,489.592,0.048,9.369,8.835,0.000,18.205
9949.000,-6.000,-6.576,0.576,10.000,495.352,0.051,80.983,8.939,0.000,89.922
9959.000,-6.000,-7.045,1.045,10.000,505.800,0.047,146.906,9.128,0.000,156.033
9969.000,-6.000,-7.462,1.462,10.000,520.422,0.042,205.576,9.392,0.000,214.968
9979.000,-6.000,-7.722,1.722,10.000,537.647,0.026,242.174,9.702,0.000,251.876
9989.000,-6.000,-7.900,1.900,10.000,556.651,0.018,267.192,10.045,0.000,277.237
9999.000,-6.000,-8.037,2.037,10.000,577.021,0.014,286.399,10.413,0.000,296.812
10009.000,-6.000,-8.044,2.044,10.000,597.463,0.001,287.414,10.782,0.000,298.196
10019.000,-6.000,-7.948,1.948,10.000,616.942,-0.010,273.864,11.133,-0.000,284.997
10029.000,-6.000,-7.776,1.776,10.000,634.703,-0.017,249.706,11.454,-0.000,261.160
10039.000,-6.000,-7.450,1.450,10.000,649.203,-0.033,203.866,11.716,-0.000,215.581
10049.000,-6.000,-7.037,1.037,10.000,659.574,-0.041,145.824,11.903,-0.000,157.726
10059.000,-6.000,-6.666,0.666,10.000,666.234,-0.037,93.637,12.023,-0.000,105.660
10069.000,-6.000,-6.342,0.342,10.000,669.659,-0.032,48.151,12.085,-0.000,60.235
10079.000,-6.000,-6.042,0.042,10.000,670.075,-0.030,5.844,12.092,-0.000,17.936
10089.000,-6.000,-5.771,-0.229,10.000,667.780,-0.027,-32.256,12.051,-0.000,-20.206
10099.000,-6.000,-5.525,-0.475,10.000,663.035,-0.025,-66.717,11.965,-0.000,-54.752
10109.000,-6.000,-5.306,-0.694,10.000,656.095,-0.022,-97.572,11.840,-0.000,-85.733
10119.000,-6.000,-5.131,-0.869,10.000,647.405,-0.018,-122.177,11.683,-0.000,-110.494
10129.000,-6.000,-5.178,-0.822,10.000,639.181,0.005,-115.631,11.535,0.000,-104.096
10139.000,-6.000,-5.565,-0.435,10.000,634.832,0.039,-61.150,11.456,0.000,-49.693
10149.000,-6.000,-6.012,0.012,10.000,634.952,0.045,1.693,11.458,0.000,13.152
10159.000,-6.000,-6.399,0.399,10.000,638.938,0.039,56.043,11.530,0.000,67.573
10169.000,-6.000,-6.739,0.739,10.000,646.326,0.034,103.874,11.664,0.000,115.537
10179.000,-6.000,-6.948,0.948,10.000,655.807,0.021,133.294,11.835,0.000,145.129
10189.000,-6.000,-7.013,1.013,10.000,665.940,0.007,142.467,12.018,0.000,154.485
10199.000,-6.000,-7.047,1.047,10.000,676.411,0.003,147.219,12.207,0.000,159.426
10209.000,-6.000,-7.098,1.098,10.000,687.394,0.005,154.411,12.405,0.000,166.816
10219.000,-6.000,-7.148,1.148,10.000,698.870,0.005,161.351,12.612,0.000,173.963
10229.000,-6.000,-7.216,1.216,10.000,711.030,0.007,170.971,12.831,0.000,183.802
10239.000,-6.000,-7.307,1.307,10.000,724.102,0.009,183.783,13.067,0.000,196.850
10249.000,-6.000,-7.408,1.408,10.000,738.179,0.010,197.915,13.321,0.000,211.236
10259.000,-6.000,-7.528,1.528,10.000,753.456,0.012,214.790,13.597,0.000,228.387
10269.000,-6.000,-7.639,1.639,10.000,769.846,0.011,230.442,13.893,0.000,244.335
10279.000,-6.000,-7.751,1.751,10.000,787.360,0.011,246.241,14.209,0.000,260.449
10289.000,-6.000,-7.852,1.852,10.000,805.876,0.010,260.337,14.543,0.000,274.880
10299.000,-6.000,-7.937,1.937,10.000,825.244,0.009,272.308,14.892,0.000,287.200
10309.000,-6.000,-7.970,1.970,10.000,844.946,0.003,277.002,15.248,0.000,292.249
10319.000,-6.000,-7.804,1.804,10.000,862.986,-0.017,253.628,15.573,-0.000,269.201
10329.000,-6.000,-7.381,1.381,10.000,876.797,-0.042,194.184,15.823,-0.000,210.007
10339.000,-6.000,-6.841,0.841,10.000,885.208,-0.054,118.253,15.974,-0.000,134.228
10349.000,-6.000,-6.267,0.267,10.000,887.878,-0.057,37.542,16.023,-0.000,53.564
10359.000,-6.000,-5.728,-0.272,10.000,885.154,-0.054,-38.307,15.973,-0.000,-22.334
10369.000,-6.000,-5.230,-0.770,10.000,877.451,-0.050,-108.300,15.834,-0.000,-92.465
10379.000,-6.000,-4.745,-1.255,10.000,864.902,-0.048,-176.427,15.608,-0.000,-160.819
10389.000,-6.000,-4.304,-1.696,10.000,847.938,-0.044,-238.504,15.302,-0.000,-223.203
10399.000,-6.000,-4.094,-1.906,10.000,828.874,-0.021,-268.042,14.958,-0.000,-253.084
10409.000,-6.000,-4.234,-1.766,10.000,811.209,0.014,-248.361,14.639,0.000,-233.722
10419.000,-6.000,-4.533,-1.467,10.000,796.539,0.030,-206.262,14.374,0.000,-191.888
10429.000,-6.000,-4.771,-1.229,10.000,784.252,0.024,-172.740,14.153,0.000,-158.587
10439.000,-6.000,-4.958,-1.042,10.000,773.836,0.019,-146.452,13.965,0.000,-132.488
10449.000,-6.000,-5.105,-0.895,10.000,764.882,0.015,-125.893,13.803,0.000,-112.090
10459.000,-6.000,-5.282,-0.718,10.000,757.698,0.018,-101.001,13.673,0.000,-87.328
10469.000,-6.000,-5.469,-0.531,10.000,752.386,0.019,-74.687,13.578,0.000,-61.109
10479.000,-6.000,-5.640,-0.360,10.000,748.785,0.017,-50.629,13.513,0.000,-37.117
10489.000,-6.000,-5.809,-0.191,10.000,746.879,0.017,-26.798,13.478,0.000,-13.320
10499.000,-6.000,-5.933,-0.067,10.000,746.210,0.012,-9.406,13.466,0.000,4.060
10509.000,-6.000,-6.016,0.016,10.000,746.374,0.008,2.315,13.469,0.000,15.785
10519.000,-6.000,-6.047,0.047,10.000,746.840,0.003,6.543,13.477,0.000,20.021
10529.000,-6.000,-6.027,0.027,10.000,747.113,-0.002,3.838,13.482,-0.000,17.320
10539.000,-6.000,-5.969,-0.031,10.000,746.801,-0.006,-4.383,13.477,-0.000,9.094
10549.000,-6.000,-5.855,-0.145,10.000,745.347,-0.011,-20.435,13.451,-0.000,-6.985
10559.000,-6.000,-5.695,-0.305,10.000,742.296,-0.016,-42.898,13.395,-0.000,-29.502
10569.000,-6.000,-5.500,-0.500,10.000,737.295,-0.019,-70.312,13.305,-0.000,-57.007
10579.000,-6.000,-5.316,-0.684,10.000,730.454,-0.018,-96.193,13.182,-0.000,-83.011
10589.000,-6.000,-5.124,-0.876,10.000,721.694,-0.019,-123.159,13.024,-0.000,-110.135
10599.000,-6.000,-4.928,-1.072,10.000,710.977,-0.020,-150.681,12.830,-0.000,-137.851
10609.000,-6.000,-4.733,-1.267,10.000,698.310,-0.019,-178.090,12.602,-0.000,-165.488
10619.000,-6.000,-4.536,-1.464,10.000,683.674,-0.020,-205.782,12.338,-0.000,-193.444
10629.000,-6.000,-4.365,-1.635,10.000,667.328,-0.017,-229.818,12.043,-0.000,-217.775
10639.000,-6.000,-4.305,-1.695,10.000,650.382,-0.006,-238.245,11.737,-0.000,-226.508
10649.000,-6.000,-4.337,-1.663,10.000,633.752,0.003,-233.814,11.437,0.000,-222.378
10659.000,-6.000,-4.376,-1.624,10.000,617.515,0.004,-228.298,11.144,0.000,-217.154
10669.000,-6.000,-4.373,-1.627,10.000,601.246,-0.000,-228.730,10.850,-0.000,-217.880
10679.000,-6.000,-4.439,-1.561,10.000,585.640,0.007,-219.410,10.568,0.000,-208.841
10689.000,-6.000,-4.707,-1.293,10.000,572.712,0.027,-181.774,10.335,0.000,-171.438
10699.000,-6.000,-5.060,-0.940,10.000,563.311,0.035,-132.171,10.166,0.000,-122.005
10709.000,-6.000,-5.333,-0.667,10.000,556.636,0.027,-93.846,10.045,0.000,-83.800
10719.000,-6.000,-5.577,-0.423,10.000,552.403,0.024,-59.518,9.969,0.000,-49.549
10729.000,-6.000,-5.774,-0.226,10.000,550.142,0.020,-31.793,9.928,0.000,-21.865
10739.000,-6.000,-5.907,-0.093,10.000,549.216,0.013,-13.014,9.911,0.000,-3.103
10749.000,-6.000,-6.005,0.005,10.000,549.263,0.010,0.657,9.912,0.000,10.569
10759.000,-6.000,-6.045,0.045,10.000,549.714,0.004,6.337,9.920,0.000,16.257
10769.000,-6.000,-6.038,0.038,10.000,550.095,-0.001,5.357,9.927,-0.000,15.284
10779.000,-6.000,-5.983,-0.017,10.000,549.927,-0.005,-2.353,9.924,-0.000,7.571
10789.000,-6.000,-5.849,-0.151,10.000,548.421,-0.013,-21.182,9.897,-0.000,-11.286
10799.000,-6.000,-5.642,-0.358,10.000,544.840,-0.021,-50.336,9.832,-0.000,-40.504
10809.000,-6.000,-5.438,-0.562,10.000,539.218,-0.020,-79.050,9.731,-0.000,-69.319
10819.000,-6.000,-5.229,-0.771,10.000,531.503,-0.021,-108.470,9.592,-0.000,-98.878
10829.000,-6.000,-5.046,-0.954,10.000,521.961,-0.018,-134.155,9.419,-0.000,-124.736
10839.000,-6.000,-4.875,-1.125,10.000,510.715,-0.017,-158.118,9.216,-0.000,-148.901
10849.000,-6.000,-4.721,-1.279,10.000,497.923,-0.015,-179.847,8.986,-0.000,-170.862
10859.000,-6.000,-4.581,-1.419,10.000,483.735,-0.014,-199.479,8.729,-0.000,-190.750
10869.000,-6.000,-4.441,-1.559,10.000,468.142,-0.014,-219.230,8.448,-0.000,-210.782
10879.000,-6.000,-4.306,-1.694,10.000,451.197,-0.014,-238.238,8.142,-0.000,-230.096
10889.000,-6.000,-4.172,-1.828,10.000,432.916,-0.013,-257.025,7.812,-0.000,-249.212
10899.000,-6.000,-4.032,-1.968,10.000,413.233,-0.014,-276.741,7.457,-0.000,-269.284
10909.000,-6.000,-3.891,-2.109,10.000,392.147,-0.014,-296.459,7.077,-0.000,-289.382
10919.000,-6.000,-3.764,-2.236,10.000,369.787,-0.013,-314.384,6.673,-0.000,-307.711
10929.000,-6.000,-3.729,-2.271,10.000,347.076,-0.004,-319.306,6.263,-0.000,-313.042
10939.000,-6.000,-4.041,-1.959,10.000,327.482,0.031,-275.488,5.910,0.000,-269.579
10949.000,-6.000,-4.602,-1.398,10.000,313.505,0.056,-196.502,5.658,0.000,-190.845
10959.000,-6.000,-5.141,-0.859,10.000,304.916,0.054,-120.760,5.503,0.000,-115.257
10969.000,-6.000,-5.616,-0.384,10.000,301.071,0.047,-54.057,5.433,0.000,-48.623
10979.000,-6.000,-6.004,0.004,10.000,301.107,0.039,0.505,5.434,0.000,5.939
10989.000,-6.000,-6.324,0.324,10.000,304.348,0.032,45.556,5.492,0.000,51.048
10999.000,-6.000,-6.583,0.583,10.000,310.175,0.026,81.929,5.597,0.000,87.527
11009.000,-6.000,-6.782,0.782,10.000,317.993,0.020,109.917,5.738,0.000,115.655
11019.000,-6.000,-6.918,0.918,10.000,327.175,0.014,129.096,5.904,0.000,135.000
11029.000,-6.000,-6.973,0.973,10.000,336.909,0.006,136.865,6.080,0.000,142.944
11039.000,-6.000,-6.871,0.871,10.000,345.624,-0.010,122.529,6.237,-0.000,128.766
11049.000,-6.000,-6.607,0.607,10.000,351.691,-0.026,85.305,6.347,-0.000,91.651
11060.000,-6.000,-6.301,0.301,11.000,354.999,-0.028,42.269,6.406,-0.000,48.675
11069.000,-6.000,-6.059,0.059,9.000,355.532,-0.027,8.327,6.416,-0.000,14.743
11079.000,-6.000,-5.866,-0.134,10.000,354.191,-0.019,-18.842,6.392,-0.000,-12.451
11089.000,-6.000,-5.733,-0.267,10.000,351.523,-0.013,-37.522,6.344,-0.000,-31.179
11099.000,-6.000,-5.680,-0.320,10.000,348.324,-0.005,-44.977,6.286,-0.000,-38.691
11110.000,-6.000,-5.659,-0.341,11.000,344.569,-0.002,-47.985,6.218,-0.000,-41.767
11119.000,-6.000,-5.642,-0.358,9.000,341.349,-0.002,-50.306,6.160,-0.000,-44.146
11129.000,-6.000,-5.613,-0.387,10.000,337.480,-0.003,-54.401,6.090,-0.000,-48.311
11139.000,-6.000,-5.573,-0.427,10.000,333.206,-0.004,-60.093,6.013,-0.000,-54.080
11150.000,-6.000,-5.552,-0.448,11.000,328.277,-0.002,-62.999,5.924,-0.000,-57.075
11160.000,-6.000,-5.550,-0.450,10.000,323.776,-0.000,-63.276,5.843,-0.000,-57.433
11170.000,-6.000,-5.557,-0.443,10.000,319.348,0.001,-62.261,5.763,0.000,-56.498
11180.000,-6.000,-5.559,-0.441,10.000,314.934,0.000,-62.053,5.683,0.000,-56.370
11190.000,-6.000,-5.566,-0.434,10.000,310.592,0.001,-61.056,5.605,0.000,-55.451
11200.000,-6.000,-5.577,-0.423,10.000,306.365,0.001,-59.427,5.529,0.000,-53.898
11210.000,-6.000,-5.592,-0.408,10.000,302.281,0.001,-57.420,5.455,0.000,-51.965
11220.000,-6.000,-5.608,-0.392,10.000,298.356,0.002,-55.181,5.384,0.000,-49.797
11230.000,-6.000,-5.622,-0.378,10.000,294.579,0.001,-53.099,5.316,0.000,-47.783
11240.000,-6.000,-5.641,-0.359,10.000,290.991,0.002,-50.455,5.251,0.000,-45.204
11250.000,-6.000,-5.661,-0.339,10.000,287.599,0.002,-47.690,5.190,0.000,-42.500
11260.000,-6.000,-5.683,-0.317,10.000,284.433,0.002,-44.511,5.133,0.000,-39.378
11270.000,-6.000,-5.706,-0.294,10.000,281.491,0.002,-41.361,5.080,0.000,-36.281
11280.000,-6.000,-5.733,-0.267,10.000,278.822,0.003,-37.529,5.032,0.000,-32.497
11290.000,-6.000,-5.759,-0.241,10.000,276.415,0.003,-33.837,4.988,0.000,-28.848
11300.000,-6.000,-5.788,-0.212,10.000,274.296,0.003,-29.795,4.950,0.000,-24.845
11310.000,-6.000,-5.818,-0.182,10.000,272.473,0.003,-25.634,4.917,0.000,-20.717
11320.000,-6.000,-5.852,-0.148,10.000,270.996,0.003,-20.769,4.890,0.000,-15.879
11330.000,-6.000,-5.880,-0.120,10.000,269.792,0.003,-16.920,4.869,0.000,-12.052
11340.000,-6.000,-5.922,-0.078,10.000,269.014,0.004,-10.939,4.855,0.000,-6.084
11350.000,-6.000,-5.958,-0.042,10.000,268.593,0.004,-5.917,4.847,0.000,-1.070
11360.000,-6.000,-5.993,-0.007,10.000,268.520,0.003,-1.035,4.846,0.000,3.810
11370.000,-6.000,-6.034,0.034,10.000,268.860,0.004,4.788,4.852,0.000,9.640
11380.000,-6.000,-6.069,0.069,10.000,269.554,0.004,9.757,4.864,0.000,14.622
11390.000,-6.000,-6.106,0.106,10.000,270.610,0.004,14.850,4.883,0.000,19.733
11400.000,-6.000,-6.148,0.148,10.000,272.087,0.004,20.762,4.910,0.000,25.672
11410.000,-6.000,-6.182,0.182,10.000,273.906,0.003,25.572,4.943,0.000,30.515
11420.000,-6.000,-6.217,0.217,10.000,276.081,0.004,30.575,4.982,0.000,35.557
11430.000,-6.000,-6.253,0.253,10.000,278.612,0.004,35.597,5.028,0.000,40.625
11440.000,-6.000,-6.288,0.288,10.000,281.496,0.004,40.548,5.080,0.000,45.628
11450.000,-6.000,-6.330,0.330,10.000,284.795,0.004,46.373,5.139,0.000,51.512
11460.000,-6.000,-6.372,0.372,10.000,288.510,0.004,52.232,5.206,0.000,57.439
11470.000,-6.000,-6.414,0.414,10.000,292.653,0.004,58.252,5.281,0.000,63.533
11480.000,-6.000,-6.457,0.457,10.000,297.222,0.004,64.236,5.364,0.000,69.600
11490.000,-6.000,-6.498,0.498,10.000,302.206,0.004,70.077,5.454,0.000,75.531
11500.000,-6.000,-6.547,0.547,10.000,307.681,0.005,76.971,5.552,0.000,82.523
11510.000,-6.000,-6.590,0.590,10.000,313.583,0.004,82.990,5.659,0.000,88.649
11520.000,-6.000,-6.640,0.640,10.000,319.981,0.005,89.955,5.774,0.000,95.729
11530.000,-6.000,-6.688,0.688,10.000,326.865,0.005,96.775,5.899,0.000,102.673
11540.000,-6.000,-6.737,0.737,10.000,334.238,0.005,103.669,6.032,0.000,109.701
11550.000,-6.000,-6.787,0.787,10.000,342.104,0.005,110.596,6.174,0.000,116.770
11560.000,-6.000,-6.837,0.837,10.000,350.471,0.005,117.633,6.325,0.000,123.958
11570.000,-6.000,-6.893,0.893,10.000,359.399,0.006,125.521,6.486,0.000,132.007
11580.000,-6.000,-6.942,0.942,10.000,368.816,0.005,132.398,6.656,0.000,139.054
11590.000,-6.000,-6.991,0.991,10.000,378.725,0.005,139.324,6.834,0.000,146.159
11600.000,-6.000,-7.041,1.041,10.000,389.130,0.005,146.291,7.022,0.000,153.313
11610.000,-6.000,-7.096,1.096,10.000,400.095,0.006,154.160,7.220,0.000,161.380
11620.000,-6.000,-7.152,1.152,10.000,411.620,0.006,162.035,7.428,0.000,169.463
11630.000,-6.000,-7.209,1.209,10.000,423.712,0.006,170.011,7.646,0.000,177.658
11640.000,-6.000,-7.266,1.266,10.000,436.369,0.006,177.958,7.875,0.000,185.833
11650.000,-6.000,-7.329,1.329,10.000,449.661,0.006,186.885,8.115,0.000,194.999
11660.000,-6.000,-7.392,1.392,10.000,463.584,0.006,195.749,8.366,0.000,204.115
11670.000,-6.000,-7.463,1.463,10.000,478.211,0.007,205.655,8.630,0.000,214.285
11680.000,-6.000,-7.534,1.534,10.000,493.548,0.007,215.633,8.907,0.000,224.540
11690.000,-6.000,-7.604,1.604,10.000,509.587,0.007,225.494,9.196,0.000,234.690
11700.000,-6.000,-7.681,1.681,10.000,526.399,0.008,236.378,9.499,0.000,245.878
11710.000,-6.000,-7.759,1.759,10.000,543.992,0.008,247.354,9.817,0.000,257.171
11720.000,-6.000,-7.837,1.837,10.000,562.361,0.008,258.258,10.148,0.000,268.407
11730.000,-6.000,-7.815,1.815,10.000,580.512,-0.002,255.193,10.476,-0.000,265.669
11740.000,-6.000,-7.461,1.461,10.000,595.126,-0.035,205.467,10.740,-0.000,216.207
11750.000,-6.000,-6.904,0.904,10.000,604.164,-0.056,127.075,10.903,-0.000,137.978
11760.000,-6.000,-6.410,0.410,10.000,608.262,-0.049,57.619,10.977,-0.000,68.596
11770.000,-6.000,-5.972,-0.028,10.000,607.984,-0.044,-3.910,10.972,-0.000,7.062
11780.000,-6.000,-5.607,-0.393,10.000,604.058,-0.036,-55.203,10.901,-0.000,-44.302
11790.000,-6.000,-5.319,-0.681,10.000,597.243,-0.029,-95.816,10.778,-0.000,-85.038
11800.000,-6.000,-5.105,-0.895,10.000,588.297,-0.021,-125.782,10.616,-0.000,-115.165
11810.000,-6.000,-5.058,-0.942,10.000,578.878,-0.005,-132.418,10.446,-0.000,-121.971
11820.000,-6.000,-5.156,-0.844,10.000,570.436,0.010,-118.698,10.294,0.000,-108.404
11830.000,-6.000,-5.312,-0.688,10.000,563.560,0.016,-96.680,10.170,0.000,-86.510
11840.000,-6.000,-5.555,-0.445,10.000,559.110,0.024,-62.558,10.090,0.000,-52.468
11850.000,-6.000,-5.881,-0.119,10.000,557.917,0.033,-16.770,10.068,0.000,-6.702
11860.000,-6.000,-6.150,0.150,10.000,559.417,0.027,21.088,10.095,0.000,31.183
11870.000,-6.000,-6.393,0.393,10.000,563.346,0.024,55.242,10.166,0.000,65.408
11880.000,-6.000,-6.596,0.596,10.000,569.308,0.020,83.827,10.274,0.000,94.100
11890.000,-6.000,-6.762,0.762,10.000,576.930,0.017,107.153,10.411,0.000,117.564
11900.000,-6.000,-6.861,0.861,10.000,585.541,0.010,121.065,10.567,0.000,131.632
11910.000,-6.000,-6.877,0.877,10.000,594.312,0.002,123.317,10.725,0.000,134.042
11920.000,-6.000,-6.870,0.870,10.000,603.014,-0.001,122.355,10.882,-0.000,133.237
11930.000,-6.000,-6.876,0.876,10.000,611.776,0.001,123.188,11.040,0.000,134.228
11940.000,-6.000,-6.905,0.905,10.000,620.825,0.003,127.233,11.203,0.000,138.436
11950.000,-6.000,-6.962,0.962,10.000,630.449,0.006,135.302,11.377,0.000,146.679
11960.000,-6.000,-7.018,1.018,10.000,640.626,0.006,143.085,11.561,0.000,154.646
11970.000,-6.000,-7.072,1.072,10.000,651.342,0.005,150.667,11.754,0.000,162.421
11980.000,-6.000,-7.107,1.107,10.000,662.416,0.004,155.689,11.954,0.000,167.643
11990.000,-6.000,-7.145,1.145,10.000,673.869,0.004,161.029,12.161,0.000,173.190
12000.000,-6.000,-7.173,1.173,10.000,685.602,0.003,164.963,12.372,0.000,177.336
12010.000,-6.000,-7.213,1.213,10.000,697.734,0.004,170.581,12.591,0.000,183.172
12020.000,-6.000,-7.256,1.256,10.000,710.291,0.004,176.534,12.818,0.000,189.352
12030.000,-6.000,-7.293,1.293,10.000,723.219,0.004,181.776,13.051,0.000,194.827
12040.000,-6.000,-7.321,1.321,10.000,736.431,0.003,185.747,13.290,0.000,199.037
12050.000,-6.000,-7.327,1.327,10.000,749.696,0.001,186.506,13.529,0.000,200.035
12060.000,-6.000,-7.259,1.259,10.000,762.281,-0.007,176.942,13.756,-0.000,190.698
12070.000,-6.000,-7.123,1.123,10.000,773.509,-0.014,157.859,13.959,-0.000,171.818
12080.000,-6.000,-6.977,0.977,10.000,783.280,-0.015,137.376,14.135,-0.000,151.511
12090.000,-6.000,-6.843,0.843,10.000,791.707,-0.013,118.479,14.287,-0.000,132.766
12100.000,-6.000,-6.696,0.696,10.000,798.668,-0.015,97.873,14.413,-0.000,112.286
12110.000,-6.000,-6.538,0.538,10.000,804.047,-0.016,75.633,14.510,-0.000,90.143
12120.000,-6.000,-6.380,0.380,10.000,807.843,-0.016,53.364,14.578,-0.000,67.942
12130.000,-6.000,-6.248,0.248,10.000,810.322,-0.013,34.853,14.623,-0.000,49.476
12140.000,-6.000,-6.136,0.136,10.000,811.684,-0.011,19.147,14.648,-0.000,33.795
12150.000,-6.000,-6.053,0.053,10.000,812.213,-0.008,7.445,14.657,-0.000,22.102
12160.000,-6.000,-5.998,-0.002,10.000,812.193,-0.005,-0.285,14.657,-0.000,14.372
12170.000,-6.000,-5.977,-0.023,10.000,811.967,-0.002,-3.182,14.653,-0.000,11.470
12180.000,-6.000,-5.970,-0.030,10.000,811.667,-0.001,-4.220,14.647,-0.000,10.427
12190.000,-6.000,-5.991,-0.009,10.000,811.573,0.002,-1.312,14.646,0.000,13.334
12200.000,-6.000,-6.025,0.025,10.000,811.828,0.003,3.581,14.650,0.000,18.231
12210.000,-6.000,-6.067,0.067,10.000,812.495,0.004,9.379,14.662,0.000,24.041
12220.000,-6.000,-6.095,0.095,10.000,813.442,0.003,13.322,14.679,0.000,28.001
12230.000,-6.000,-6.109,0.109,10.000,814.530,0.001,15.287,14.699,0.000,29.986
12240.000,-6.000,-6.103,0.103,10.000,815.558,-0.001,14.451,14.718,-0.000,29.169
12250.000,-6.000,-6.089,0.089,10.000,816.448,-0.001,12.524,14.734,-0.000,27.258
12260.000,-6.000,-6.081,0.081,10.000,817.255,-0.001,11.344,14.748,-0.000,26.092
12270.000,-6.000,-6.087,0.087,10.000,818.128,0.001,12.269,14.764,0.000,27.033
12281.000,-6.000,-6.081,0.081,11.000,819.016,-0.001,11.347,14.780,-0.000,26.127
12290.000,-6.000,-6.067,0.067,9.000,819.618,-0.002,9.406,14.791,-0.000,24.197
12300.000,-6.000,-6.038,0.038,10.000,820.002,-0.003,5.411,14.798,-0.000,20.209
12310.000,-6.000,-6.017,0.017,10.000,820.174,-0.002,2.413,14.801,-0.000,17.214
12320.000,-6.000,-6.003,0.003,10.000,820.205,-0.001,0.439,14.801,-0.000,15.241
12331.000,-6.000,-5.989,-0.011,11.000,820.088,-0.001,-1.501,14.799,-0.000,13.299
12340.000,-6.000,-5.975,-0.025,9.000,819.860,-0.002,-3.552,14.795,-0.000,11.243
12350.000,-6.000,-5.953,-0.047,10.000,819.395,-0.002,-6.551,14.787,-0.000,8.236
12360.000,-6.000,-5.932,-0.068,10.000,818.718,-0.002,-9.510,14.775,-0.000,5.265
12371.000,-6.000,-5.919,-0.081,11.000,817.822,-0.001,-11.450,14.758,-0.000,3.309
12381.000,-6.000,-5.904,-0.096,10.000,816.863,-0.001,-13.485,14.741,-0.000,1.257
12391.000,-6.000,-5.889,-0.111,10.000,815.758,-0.001,-15.537,14.721,-0.000,-0.815
12401.000,-6.000,-5.868,-0.132,10.000,814.443,-0.002,-18.496,14.697,-0.000,-3.799
12411.000,-6.000,-5.848,-0.152,10.000,812.921,-0.002,-21.399,14.670,-0.000,-6.729
12421.000,-6.000,-5.834,-0.166,10.000,811.258,-0.001,-23.378,14.640,-0.000,-8.738
12431.000,-6.000,-5.819,-0.181,10.000,809.446,-0.001,-25.470,14.607,-0.000,-10.863
12441.000,-6.000,-5.805,-0.195,10.000,807.494,-0.001,-27.449,14.572,-0.000,-12.877
12451.000,-6.000,-5.791,-0.209,10.000,805.405,-0.001,-29.371,14.534,-0.000,-14.837
12461.000,-6.000,-5.777,-0.223,10.000,803.174,-0.001,-31.367,14.494,-0.000,-16.873
12471.000,-6.000,-5.762,-0.238,10.000,800.798,-0.001,-33.402,14.451,-0.000,-18.951
12481.000,-6.000,-5.748,-0.252,10.000,798.281,-0.001,-35.399,14.406,-0.000,-20.993
12491.000,-6.000,-5.735,-0.265,10.000,795.626,-0.001,-37.320,14.358,-0.000,-22.962
